num_cuenta, id_empresa, num_sucursal, cod_estado, id_sucursal, fecha_otorg, fecha_obs
4171261,2,18,41,165,2020-02-05,2020-02-14
4171270,2,48,41,179,2021-03-21,2021-03-29
4171294,2,49,40,180,2023-01-06,2023-01-11
4171347,2,49,25,180,2023-05-06,2023-05-10
4171418,2,37,40,175,2021-03-03,2021-03-16
4171420,2,18,40,165,2023-03-22,2023-03-26
4171451,2,12,25,161,2019-10-30,2019-11-04
4171542,2,28,40,170,2023-01-10,2023-01-17
4171583,2,11,25,160,2021-12-17,2021-12-24
4171638,2,8,41,157,2019-09-27,2019-10-07
4171641,2,48,25,179,2020-01-11,2020-01-21
4171674,2,2,40,154,2021-01-03,2021-01-17
4171701,2,12,40,161,2020-03-06,2020-03-12
4171728,2,15,40,163,2022-08-09,2022-08-18
4171744,2,8,41,157,2018-06-11,2018-06-19
4171749,2,5,40,156,2023-06-04,2023-06-10
4171756,2,5,40,156,2023-04-20,2023-04-25
4171809,2,13,40,162,2022-04-08,2022-04-18
4171822,2,48,41,179,2024-04-11,2024-04-21
4171894,2,30,40,171,2018-02-02,2018-02-16
4171984,2,30,25,171,2018-01-01,2018-01-10
4172040,2,49,40,180,2020-10-13,2020-10-26
4172077,2,30,41,171,2023-12-20,2023-12-31
4172144,2,2,40,154,2021-01-25,2021-02-07
4172151,2,5,25,156,2023-11-26,2023-12-09
4172168,2,30,25,171,2023-04-07,2023-04-21
4172177,2,49,40,180,2019-01-07,2019-01-14
4172206,2,5,25,156,2022-02-18,2022-02-22
4172221,2,30,25,171,2019-05-22,2019-06-06
4172255,2,12,41,161,2021-12-21,2022-01-01
4172294,2,30,40,171,2019-10-14,2019-10-26
4172380,2,30,40,171,2019-09-21,2019-10-04
4172393,2,30,25,171,2019-03-18,2019-03-24
4172425,2,16,40,164,2019-01-18,2019-01-21
4172476,2,5,40,156,2019-07-27,2019-07-30
4172511,2,15,41,163,2018-11-13,2018-11-20
4172529,2,30,40,171,2023-02-17,2023-02-28
4172545,2,30,40,171,2018-01-31,2018-02-04
4172546,2,30,40,171,2022-07-24,2022-07-29
4172553,2,30,25,171,2018-06-19,2018-06-24
4172572,2,15,25,163,2018-01-13,2018-01-19
4172587,2,15,41,163,2018-01-15,2018-01-25
4172703,2,30,41,171,2021-01-06,2021-01-19
4172706,2,20,40,167,2022-02-24,2022-03-08
4172720,2,5,40,156,2023-03-08,2023-03-12
4172728,2,33,25,172,2022-10-30,2022-11-06
4172802,2,5,40,156,2022-04-01,2022-04-13
4172836,2,20,40,167,2019-06-18,2019-06-27
4172929,2,18,41,165,2024-03-16,2024-03-23
4172942,2,12,25,161,2021-01-12,2021-01-20
4172991,2,12,41,161,2023-02-19,2023-02-26
4173192,2,47,40,178,2022-01-08,2022-01-23
4173226,2,28,40,170,2022-06-04,2022-06-09
4173246,2,47,40,178,2018-05-30,2018-06-13
4173273,2,12,41,161,2022-09-02,2022-09-10
4173286,2,9,40,158,2018-12-27,2019-01-01
4173310,2,48,41,179,2022-05-15,2022-05-18
4173313,2,26,40,169,2020-04-27,2020-05-01
4173458,2,49,40,180,2020-01-26,2020-02-05
4173476,2,37,40,175,2019-08-03,2019-08-07
4173502,2,12,40,161,2019-07-11,2019-07-21
4173515,2,16,40,164,2023-02-03,2023-02-15
4173568,2,18,41,165,2021-03-30,2021-04-05
4173659,2,51,40,181,2024-04-01,2024-04-09
4173759,2,51,40,181,2018-03-29,2018-04-11
4173857,2,2,41,154,2021-12-29,2022-01-12
4173868,2,47,25,178,2021-08-30,2021-09-04
4173926,2,9,41,158,2023-08-20,2023-08-26
4174014,2,9,41,158,2022-04-28,2022-05-10
4174131,2,5,40,156,2018-03-21,2018-03-28
4174208,2,16,41,164,2021-04-02,2021-04-15
4174210,2,13,40,162,2024-02-19,2024-02-24
4174602,2,3,40,155,2021-09-16,2021-09-29
4175992,2,47,40,178,2019-05-10,2019-05-19
4176221,2,34,40,173,2022-11-29,2022-12-03
4176372,2,48,41,179,2023-07-18,2023-08-01
4176516,2,30,40,171,2023-12-20,2023-12-29
4176623,2,2,25,154,2018-09-26,2018-09-30
4176633,2,5,40,156,2019-02-17,2019-02-21
4176644,2,5,25,156,2018-05-29,2018-06-04
4176645,2,30,40,171,2022-11-21,2022-11-29
4176664,2,30,25,171,2023-09-04,2023-09-09
4176695,2,2,40,154,2020-04-25,2020-05-07
4176698,2,34,40,173,2020-04-07,2020-04-21
4176712,2,28,40,170,2023-03-09,2023-03-17
4176794,2,18,41,165,2023-12-03,2023-12-08
4176829,2,28,40,170,2019-12-02,2019-12-09
4176921,2,28,40,170,2022-10-17,2022-10-30
4176966,2,30,40,171,2021-11-21,2021-11-27
4176968,2,30,41,171,2020-01-13,2020-01-22
4176971,2,48,25,179,2023-03-21,2023-03-31
4176980,2,30,40,171,2022-05-16,2022-05-27
4177008,2,30,25,171,2022-02-12,2022-02-18
4177010,2,48,41,179,2023-10-07,2023-10-21
4177025,2,48,41,179,2020-08-05,2020-08-20
4177088,2,51,40,181,2022-10-05,2022-10-15
4177133,2,13,40,162,2018-05-21,2018-06-04
4177201,2,12,40,161,2019-01-20,2019-01-27
4177907,2,3,41,155,2020-11-07,2020-11-13
4178017,2,43,25,177,2021-08-29,2021-09-02
4178022,2,33,40,172,2018-02-07,2018-02-10
4178109,2,51,40,181,2018-12-09,2018-12-15
4178178,2,35,40,174,2022-03-31,2022-04-09
4178196,2,11,40,160,2018-03-21,2018-04-05
4178300,2,3,25,155,2021-07-20,2021-07-29
4178409,2,9,41,158,2020-04-18,2020-04-29
4178569,2,48,41,179,2020-12-04,2020-12-15
4178633,2,12,40,161,2021-11-11,2021-11-23
4178643,2,30,40,171,2023-02-25,2023-03-08
4178686,2,48,41,179,2022-06-25,2022-07-08
4178732,2,5,40,156,2022-07-20,2022-07-26
4178793,2,11,40,160,2023-05-11,2023-05-22
4178838,2,33,40,172,2021-09-19,2021-09-26
4179717,2,13,40,162,2021-04-01,2021-04-16
4179732,2,9,40,158,2019-06-13,2019-06-17
4180156,2,19,40,166,2018-10-18,2018-11-01
4180222,2,15,40,163,2021-10-04,2021-10-15
4180247,2,33,40,172,2019-12-07,2019-12-15
4180379,2,16,40,164,2019-08-30,2019-09-06
4180592,2,16,40,164,2023-07-19,2023-07-30
4180637,2,12,25,161,2021-07-07,2021-07-17
4180806,2,47,25,178,2021-09-14,2021-09-20
4180901,2,37,40,175,2019-01-21,2019-02-05
4180988,2,52,25,182,2023-09-10,2023-09-14
4180990,2,18,21,165,2020-03-16,2020-03-31
4180995,2,18,40,165,2022-01-16,2022-01-20
4181009,2,28,25,170,2023-03-05,2023-03-19
4181111,2,34,40,173,2023-09-13,2023-09-25
4181154,2,9,40,158,2019-04-17,2019-05-02
4181197,2,49,40,180,2023-04-13,2023-04-25
4181232,2,47,41,178,2019-05-12,2019-05-27
4181238,2,11,40,160,2019-05-27,2019-06-01
4181264,2,39,40,176,2019-05-07,2019-05-12
4181271,2,34,40,173,2020-04-11,2020-04-17
4181274,2,18,40,165,2024-04-14,2024-04-21
4181332,2,39,40,176,2019-10-22,2019-10-30
4181362,2,49,41,180,2018-08-12,2018-08-16
4181389,2,13,25,162,2020-08-21,2020-09-02
4181567,2,11,40,160,2023-06-19,2023-06-29
4181839,2,48,41,179,2023-01-05,2023-01-09
4182227,2,47,40,178,2022-12-26,2023-01-04
4182268,2,18,40,165,2023-06-09,2023-06-17
4182429,2,48,41,179,2021-06-29,2021-07-06
4182445,2,48,41,179,2019-08-25,2019-09-06
4182466,2,5,40,156,2020-12-16,2020-12-27
4182475,2,3,25,155,2022-02-25,2022-02-28
4182484,2,47,40,178,2018-07-19,2018-07-23
4182497,2,13,40,162,2020-12-17,2020-12-21
4182500,2,28,21,170,2023-09-08,2023-09-11
4182546,2,48,41,179,2021-04-03,2021-04-07
4182553,2,13,40,162,2022-04-11,2022-04-18
4182592,2,13,40,162,2018-06-03,2018-06-13
4182620,2,47,40,178,2023-10-22,2023-10-28
4182643,2,18,40,165,2018-09-25,2018-10-02
4182660,2,30,40,171,2023-12-05,2023-12-14
4182680,2,37,40,175,2022-11-29,2022-12-02
4182681,2,30,40,171,2019-01-02,2019-01-10
4182695,2,48,41,179,2019-02-02,2019-02-16
4182852,2,28,40,170,2018-03-01,2018-03-09
4182863,2,20,40,167,2022-12-15,2022-12-20
4182873,2,49,41,180,2018-10-25,2018-11-01
4182875,2,11,25,160,2018-04-08,2018-04-23
4182877,2,16,40,164,2022-01-07,2022-01-11
4182878,2,28,40,170,2020-09-25,2020-10-04
4182944,2,26,40,169,2022-11-06,2022-11-18
4182973,2,28,25,170,2023-03-28,2023-04-09
4182980,2,11,40,160,2023-09-18,2023-09-23
4182987,2,28,25,170,2024-03-28,2024-04-01
4182996,2,3,25,155,2023-12-17,2023-12-29
4183004,2,39,40,176,2018-04-04,2018-04-08
4183017,2,5,25,156,2018-04-20,2018-04-23
4183021,2,20,40,167,2020-07-14,2020-07-17
4183031,2,33,40,172,2021-09-15,2021-09-29
4183046,2,11,40,160,2018-06-27,2018-07-01
4183061,2,30,40,171,2018-01-07,2018-01-15
4183070,2,28,40,170,2020-12-31,2021-01-14
4183072,2,20,40,167,2023-08-13,2023-08-20
4183091,2,13,40,162,2023-02-26,2023-03-01
4183099,2,13,40,162,2018-12-10,2018-12-21
4183112,2,13,40,162,2018-11-16,2018-11-19
4183124,2,30,40,171,2019-09-30,2019-10-04
4183126,2,47,41,178,2022-05-31,2022-06-15
4183143,2,11,40,160,2020-01-02,2020-01-07
4183147,2,12,25,161,2021-02-28,2021-03-08
4183148,2,26,40,169,2019-03-23,2019-04-03
4183158,2,18,40,165,2023-10-02,2023-10-08
4183166,2,13,40,162,2020-01-22,2020-01-28
4183187,2,20,40,167,2021-07-17,2021-07-23
4183199,2,2,40,154,2018-09-03,2018-09-17
4183210,2,28,41,170,2021-11-08,2021-11-19
4183214,2,28,40,170,2018-12-03,2018-12-12
4183262,2,47,40,178,2020-11-12,2020-11-26
4183274,2,30,40,171,2019-09-18,2019-09-30
4183308,2,39,40,176,2022-07-15,2022-07-22
4183366,2,13,40,162,2020-02-03,2020-02-13
4183370,2,13,40,162,2019-05-05,2019-05-13
4183385,2,20,40,167,2019-11-05,2019-11-08
4183420,2,18,40,165,2020-05-17,2020-05-23
4183466,2,33,41,172,2020-11-01,2020-11-15
4183498,2,43,40,177,2022-01-07,2022-01-15
4183527,2,33,25,172,2019-08-24,2019-09-03
4183550,2,20,40,167,2023-04-05,2023-04-13
4183563,2,16,40,164,2018-06-03,2018-06-18
4183571,2,20,25,167,2023-12-18,2023-12-30
4183629,2,18,41,165,2019-08-12,2019-08-19
4183667,2,12,41,161,2018-04-06,2018-04-12
4183684,2,48,25,179,2022-06-04,2022-06-15
4183689,2,48,40,179,2023-10-29,2023-11-06
4183736,2,2,40,154,2019-03-16,2019-03-29
4183761,2,30,40,171,2024-03-05,2024-03-15
4183780,2,30,40,171,2018-08-22,2018-08-28
4183787,2,33,40,172,2022-05-19,2022-05-24
4183793,2,47,40,178,2024-04-22,2024-05-06
4183811,2,5,40,156,2024-02-23,2024-03-05
4183886,2,19,40,166,2020-06-26,2020-07-07
4183918,2,13,40,162,2018-01-31,2018-02-05
4183926,2,30,40,171,2021-08-29,2021-09-01
4183935,2,48,40,179,2020-03-24,2020-04-05
4183953,2,12,41,161,2020-02-14,2020-02-22
4183956,2,51,40,181,2019-01-05,2019-01-12
4183960,2,48,40,179,2022-03-22,2022-04-01
4183989,2,20,40,167,2018-04-01,2018-04-11
4184014,2,20,40,167,2020-01-12,2020-01-16
4184108,2,33,40,172,2021-05-02,2021-05-14
4184152,2,30,40,171,2023-01-17,2023-01-29
4184163,2,11,25,160,2023-09-02,2023-09-06
4184172,2,47,40,178,2023-02-21,2023-02-25
4184174,2,26,40,169,2018-04-20,2018-05-05
4184175,2,20,40,167,2022-12-31,2023-01-06
4184188,2,30,40,171,2018-04-13,2018-04-22
4184198,2,30,40,171,2019-05-11,2019-05-22
4184211,2,48,40,179,2021-04-15,2021-04-28
4184216,2,20,40,167,2019-06-01,2019-06-16
4184303,2,11,40,160,2023-07-16,2023-07-28
4184322,2,11,40,160,2023-07-26,2023-08-09
4184354,2,2,25,154,2021-12-23,2022-01-06
4184406,2,2,40,154,2022-07-21,2022-08-05
4184420,2,37,40,175,2020-08-21,2020-09-01
4184424,2,30,40,171,2022-10-14,2022-10-21
4184437,2,2,40,154,2020-08-03,2020-08-17
4184471,2,2,40,154,2023-06-24,2023-07-01
4184512,2,11,40,160,2018-06-03,2018-06-14
4184523,2,28,40,170,2022-05-24,2022-06-06
4184529,2,3,25,155,2021-11-29,2021-12-07
4184545,2,3,40,155,2023-04-24,2023-05-09
4184562,2,28,41,170,2024-04-13,2024-04-25
4184565,2,30,40,171,2020-03-14,2020-03-20
4184571,2,30,40,171,2022-08-04,2022-08-11
4184601,2,48,40,179,2021-08-11,2021-08-14
4184637,2,33,41,172,2019-03-31,2019-04-09
4184644,2,28,41,170,2018-01-10,2018-01-22
4184668,2,48,40,179,2019-03-10,2019-03-23
4184673,2,20,40,167,2018-03-19,2018-03-23
4184700,2,49,40,180,2022-02-11,2022-02-15
4184709,2,30,40,171,2019-02-04,2019-02-10
4184735,2,39,25,176,2020-10-18,2020-10-21
4184738,2,2,40,154,2022-05-05,2022-05-12
4184807,2,30,40,171,2023-12-26,2024-01-08
4184850,2,48,40,179,2023-05-07,2023-05-15
4184854,2,48,40,179,2022-02-10,2022-02-15
4184861,2,13,25,162,2018-09-02,2018-09-09
4184862,2,34,40,173,2018-09-15,2018-09-21
4184883,2,20,40,167,2020-08-18,2020-08-24
4184914,2,9,41,158,2022-10-16,2022-10-27
4184918,2,28,40,170,2021-07-22,2021-08-06
4184955,2,53,25,183,2018-06-14,2018-06-25
4185057,2,3,25,155,2019-03-07,2019-03-11
4185073,2,48,40,179,2023-07-23,2023-08-03
4185086,2,48,40,179,2022-03-13,2022-03-24
4185110,2,48,40,179,2021-03-16,2021-03-29
4185146,2,48,40,179,2019-02-13,2019-02-26
4185150,2,48,40,179,2018-07-13,2018-07-24
4185159,2,16,40,164,2022-01-24,2022-01-28
4185162,2,53,40,183,2019-03-03,2019-03-16
4185164,2,30,25,171,2023-01-21,2023-01-31
4185181,2,48,40,179,2019-09-09,2019-09-23
4185196,2,49,40,180,2018-06-04,2018-06-19
4185216,2,30,40,171,2019-03-11,2019-03-14
4185276,2,3,41,155,2023-05-01,2023-05-07
4185323,2,52,40,182,2019-06-04,2019-06-07
4185354,2,48,40,179,2020-04-07,2020-04-18
4185366,2,48,40,179,2021-10-25,2021-11-08
4185371,2,30,25,171,2021-05-27,2021-06-09
4185401,2,20,40,167,2020-07-08,2020-07-21
4185420,2,20,40,167,2021-03-06,2021-03-21
4185437,2,33,25,172,2022-06-02,2022-06-14
4185493,2,11,40,160,2021-01-24,2021-02-01
4185666,2,30,40,171,2021-09-02,2021-09-16
4185698,2,30,40,171,2022-07-13,2022-07-16
4185729,2,43,25,177,2023-11-20,2023-11-28
4185730,2,33,40,172,2023-06-24,2023-07-07
4185745,2,2,40,154,2023-04-19,2023-05-01
4185789,2,26,40,169,2023-09-07,2023-09-14
4185808,2,33,40,172,2020-06-22,2020-06-28
4185816,2,8,40,157,2020-06-06,2020-06-18
4185817,2,18,25,165,2019-11-29,2019-12-04
4185847,2,18,40,165,2020-03-30,2020-04-06
4185890,2,28,40,170,2022-01-21,2022-01-27
4185923,2,8,40,157,2022-11-22,2022-11-29
4185963,2,20,40,167,2020-05-16,2020-05-31
4186033,2,47,40,178,2021-03-27,2021-04-10
4186057,2,30,40,171,2021-11-05,2021-11-08
4186067,2,49,40,180,2022-06-07,2022-06-13
4186070,2,34,40,173,2023-05-23,2023-06-07
4186072,2,30,25,171,2021-10-30,2021-11-02
4186099,2,33,40,172,2022-11-09,2022-11-17
4186215,2,3,41,155,2022-10-12,2022-10-18
4186229,2,39,40,176,2023-12-30,2024-01-10
4186231,2,26,40,169,2023-04-23,2023-04-28
4186255,2,34,40,173,2019-09-29,2019-10-08
4186261,2,48,25,179,2021-03-02,2021-03-14
4186275,2,39,40,176,2023-01-31,2023-02-11
4186284,2,20,40,167,2021-02-10,2021-02-14
4186331,2,13,40,162,2022-12-06,2022-12-11
4186336,2,49,40,180,2021-01-19,2021-02-01
4186364,2,12,40,161,2022-04-26,2022-05-01
4186387,2,34,40,173,2020-04-01,2020-04-09
4186390,2,55,40,184,2021-03-14,2021-03-26
4186424,2,55,40,184,2023-07-12,2023-07-16
4186428,2,55,40,184,2023-01-29,2023-02-10
4186515,2,28,25,170,2021-11-28,2021-12-02
4186521,2,39,41,176,2019-06-26,2019-06-29
4186525,2,49,40,180,2022-05-03,2022-05-16
4186533,2,28,40,170,2020-06-19,2020-06-23
4186555,2,39,40,176,2024-02-03,2024-02-13
4186606,2,37,25,175,2019-01-17,2019-01-26
4186620,2,28,25,170,2023-03-16,2023-03-24
4186631,2,55,40,184,2019-11-27,2019-12-09
4186635,2,35,40,174,2021-06-18,2021-06-24
4186668,2,13,40,162,2021-02-18,2021-03-01
4186672,2,43,40,177,2019-03-27,2019-04-06
4186680,2,2,40,154,2018-01-09,2018-01-21
4186682,2,55,40,184,2018-11-25,2018-12-06
